order_id,user_id,order_date,amount,discount_applied,is_successful
O6081,U1885,2023-10-03,1237.82,164.3,1
O6082,U1034,2024-06-21,2639.25,88.19,1
O6083,U1923,2023-02-01,1484.14,267.06,1
O6084,U1690,2023-12-23,1343.22,149.9,0
O6085,U1752,2024-06-08,2742.78,262.97,1
O6086,U1520,2023-06-26,577.64,67.17,1
O6087,U1478,2023-02-15,1806.88,101.73,1
O6088,U1932,2023-09-28,3750.13,442.56,0
O6089,U1475,2023-01-07,4398.13,458.32,1
O6090,U1871,2023-02-20,4560.65,26.14,0
O6091,U1959,2024-01-12,3974.17,746.84,1
O6092,U2174,2023-08-23,3332.14,484.34,1
O6093,U2131,2024-01-05,3855.67,348.12,1
O6094,U1867,2023-01-10,4788.65,825.32,1
O6095,U1516,2023-07-05,2447.5,288.8,1
O6096,U1490,2024-02-26,3776.1,253.4,1
O6097,U2076,2023-11-04,3196.41,435.92,1
O6098,U1442,2024-06-10,3262.21,5.41,1
O6099,U1751,2023-08-11,4656.17,382.73,1
O6100,U1515,2024-03-30,3971.48,500.8,1
O6101,U1793,2024-05-22,2563.71,132.12,0
O6102,U1909,2023-03-05,1789.1,245.18,1
O6103,U1634,2023-09-14,1805.33,47.35,0
O6104,U1351,2024-01-15,2621.88,495.2,0
O6105,U2188,2023-04-21,1506.32,2.01,1
O6106,U1917,2023-09-23,1699.12,58.76,1
O6107,U2037,2023-07-27,579.05,82.48,1
O6108,U1709,2024-06-17,4455.21,346.48,1
O6109,U2066,2024-02-14,4057.08,591.83,1
O6110,U1778,2023-03-09,2793.94,156.24,1
O6111,U1169,2024-01-29,1679.28,167.3,1
O6112,U1532,2023-04-17,3343.35,602.05,1
O6113,U1926,2023-11-16,4827.75,744.54,1
O6114,U1242,2023-01-31,1701.81,140.02,1
O6115,U1265,2024-02-26,4531.33,764.78,1
O6116,U1866,2023-08-12,4666.28,29.75,1
O6117,U1696,2024-05-19,2759.89,228.82,1
O6118,U1476,2023-12-10,2454.7,188.3,1
O6119,U1800,2024-04-16,4517.43,385.36,1
O6120,U1057,2023-08-13,4612.51,798.34,1
O6121,U1227,2023-06-20,1458.67,163.87,0
O6122,U1168,2024-01-02,4411.36,425.69,1
O6123,U2183,2024-06-03,4302.56,256.79,1
O6124,U1543,2023-04-14,2769.59,192.81,1
O6125,U1841,2024-06-09,1096.88,34.81,1
O6126,U1858,2023-05-25,3968.97,728.54,1
O6127,U2091,2023-03-01,2604.13,477.04,1
O6128,U1993,2023-04-23,235.41,27.88,1
O6129,U1023,2023-06-18,1066.92,147.28,1
O6130,U2043,2023-01-21,1454.53,205.99,1
O6131,U1502,2023-06-05,4627.49,728.03,1
O6132,U1375,2023-05-12,1436.05,200.7,1
O6133,U2002,2023-11-20,4804.3,714.34,1
O6134,U1200,2023-04-16,2187.47,150.47,1
O6135,U1799,2024-04-01,4712.64,474.59,1
O6136,U1144,2023-05-02,1415.19,256.76,1
O6137,U1904,2024-03-28,2381.97,56.79,1
O6138,U1414,2023-04-30,3470.63,427.21,1
O6139,U1406,2024-06-20,347.22,55.14,1
O6140,U1291,2024-04-20,2606.08,205.58,1
O6141,U1227,2023-04-06,2640.49,302.99,1
O6142,U2159,2023-06-18,2836.89,389.39,1
O6143,U1574,2023-10-02,279.65,7.3,1
O6144,U1093,2024-06-09,4445.85,199.8,1
O6145,U2137,2024-04-20,1482.25,189.73,1
O6146,U1767,2023-11-09,397.79,73.77,1
O6147,U2042,2023-11-19,3897.32,427.61,1
O6148,U1325,2023-01-02,1567.77,238.72,1
O6149,U1514,2023-07-03,2568.17,199.62,1
O6150,U1957,2023-12-14,2224.05,140.49,1
O6151,U2066,2024-02-24,2104.09,217.55,1
O6152,U1638,2023-12-17,4996.07,212.37,1
O6153,U1266,2023-11-11,4100.1,807.74,1
O6154,U1409,2023-07-27,2493.28,93.8,1
O6155,U1354,2024-02-09,3328.03,558.72,1
O6156,U2065,2023-04-09,3043.47,182.13,1
O6157,U1586,2023-03-03,3862.87,112.67,1
O6158,U2066,2023-10-31,788.32,73.72,1
O6159,U1730,2023-04-22,2901.41,74.16,1
O6160,U1646,2024-05-02,4947.88,501.56,1
O6161,U1526,2023-10-10,3586.47,593.19,1
O6162,U1334,2024-03-19,488.52,16.39,1
O6163,U1641,2023-06-01,3407.45,347.92,1
O6164,U1056,2023-02-06,689.0,6.57,1
O6165,U1323,2023-10-20,2190.82,329.87,1
O6166,U1311,2023-03-09,3178.75,499.49,1
O6167,U1310,2023-12-28,2086.93,105.36,1
O6168,U1448,2024-04-17,2132.74,65.39,1
O6169,U1319,2023-02-08,2176.83,402.06,1
O6170,U1533,2024-01-11,4594.8,810.04,1
O6171,U1861,2024-05-22,363.99,13.81,0
O6172,U1098,2024-03-26,330.3,54.51,1
O6173,U2159,2024-01-19,4861.07,854.87,1
O6174,U1990,2023-12-28,1244.84,126.39,1
O6175,U2082,2023-05-13,4918.36,762.57,1
O6176,U1927,2023-09-19,3470.11,318.51,1
O6177,U1210,2024-05-01,3270.46,46.93,1
O6178,U2139,2023-12-25,4283.23,596.69,1
O6179,U1826,2023-04-20,3471.8,498.44,1
O6180,U1967,2023-03-24,2556.03,249.31,0
O6181,U1673,2024-06-01,3830.39,275.35,1
O6182,U1244,2024-06-25,3189.77,273.9,1
O6183,U1483,2023-07-30,2385.84,127.56,0
O6184,U2031,2024-04-19,431.57,31.42,1
O6185,U1161,2023-12-19,4304.33,849.47,0
O6186,U1362,2023-04-19,146.89,1.44,1
O6187,U1038,2023-09-22,4528.44,640.22,1
O6188,U1143,2023-10-26,318.34,41.74,1
O6189,U1887,2024-06-12,1762.11,208.53,1
O6190,U1112,2023-07-18,4515.88,832.22,1
O6191,U2109,2024-03-02,4971.38,870.86,1
O6192,U1619,2024-03-09,4248.99,500.59,1
O6193,U1110,2023-05-26,3972.39,365.37,1
O6194,U1600,2023-06-27,1164.45,185.41,1
O6195,U2036,2023-07-18,2286.02,296.66,1
O6196,U1282,2023-08-31,642.25,111.44,0
O6197,U1563,2024-04-28,120.23,2.23,0
O6198,U1298,2024-02-08,3458.51,517.11,1
O6199,U1833,2023-06-10,4991.08,128.58,1
O6200,U1794,2023-06-16,4483.96,347.71,1
O6201,U1106,2023-04-07,4959.79,230.24,1
O6202,U1289,2023-04-15,1332.22,135.74,1
O6203,U2022,2024-03-23,1223.09,36.02,1
O6204,U2025,2024-02-08,4998.11,994.25,1
O6205,U1224,2023-03-25,2799.8,113.19,1
O6206,U1800,2024-06-17,2761.91,106.11,1
O6207,U1141,2023-07-16,3726.2,690.21,1
O6208,U1382,2024-03-14,1323.17,240.42,1
O6209,U1577,2024-04-02,2672.36,279.67,0
O6210,U2084,2023-05-25,1555.37,213.25,1
O6211,U1255,2024-06-17,2541.98,57.35,1
O6212,U1443,2023-08-07,2883.5,454.5,1
O6213,U1304,2023-07-22,3832.61,424.37,1
O6214,U1323,2023-08-19,3131.99,440.74,1
O6215,U1936,2023-11-24,1600.32,248.54,1
O6216,U2085,2024-04-28,342.79,63.26,1
O6217,U1584,2023-10-16,231.73,42.94,1
O6218,U1608,2024-05-12,1682.51,64.66,1
O6219,U1604,2023-04-26,4612.74,388.41,1
O6220,U1083,2024-05-03,267.64,45.49,0
O6221,U1613,2023-05-01,1459.36,30.69,1
O6222,U1962,2023-04-11,2412.67,265.88,1
O6223,U2053,2024-03-06,2529.14,180.21,0
O6224,U1417,2024-01-27,4584.58,0.5,1
O6225,U1641,2023-11-08,1775.0,215.35,1
O6226,U1286,2024-05-23,4321.55,199.0,1
O6227,U1439,2024-04-10,1117.43,201.75,1
O6228,U2178,2023-12-20,1085.48,31.96,0
O6229,U1639,2023-10-08,2890.12,275.32,1
O6230,U1246,2023-06-17,4595.37,347.11,1
O6231,U1644,2023-03-16,1521.51,270.11,1
O6232,U1495,2024-03-02,3027.57,559.81,1
O6233,U1095,2023-03-03,2940.98,456.75,1
O6234,U1708,2024-06-07,1931.33,333.59,1
O6235,U1104,2023-05-18,3047.37,555.36,1
O6236,U2040,2023-12-30,1256.79,250.2,1
O6237,U1966,2023-01-23,4700.85,623.8,1
O6238,U1071,2023-03-20,1106.08,190.64,0
O6239,U1551,2024-02-06,4183.21,465.78,1
O6240,U1266,2024-03-14,4199.48,760.22,1
O6241,U1778,2023-05-10,1388.22,19.23,1
O6242,U1677,2023-09-07,647.23,117.52,1
O6243,U1603,2023-11-04,3906.31,475.88,1
O6244,U1052,2023-12-02,286.56,42.39,1
O6245,U1671,2023-04-16,1733.88,94.74,1
O6246,U1026,2024-02-23,3830.62,185.81,1
O6247,U1676,2024-03-05,3204.29,638.51,1
O6248,U1944,2023-01-11,4465.95,67.37,0
O6249,U1741,2023-02-10,385.17,59.38,1
O6250,U1202,2024-05-12,4050.03,788.4,1
O6251,U1744,2023-09-08,2260.09,251.35,1
O6252,U1196,2024-04-17,2466.34,368.03,1
O6253,U1012,2024-06-21,1626.22,187.81,1
O6254,U1744,2023-08-06,467.04,63.57,1
O6255,U1240,2024-01-07,3713.94,215.75,1
O6256,U1131,2024-03-07,1564.93,233.32,1
O6257,U2082,2023-05-14,2645.77,124.3,1
O6258,U1945,2023-01-02,298.61,27.18,1
O6259,U1215,2024-03-01,2802.05,76.95,1
O6260,U2130,2024-05-17,3678.45,360.15,1
O6261,U1196,2024-04-15,4132.58,523.92,1
O6262,U1396,2023-02-23,3465.57,236.34,1
O6263,U1710,2024-04-29,4161.2,338.6,1
O6264,U1192,2024-01-24,1651.55,183.07,1
O6265,U1205,2023-07-21,4194.79,31.05,1
O6266,U1418,2023-06-14,904.08,73.74,1
O6267,U1822,2023-07-02,205.44,26.75,1
O6268,U1999,2023-06-26,3118.86,312.65,1
O6269,U1853,2023-03-28,3001.81,183.25,1
O6270,U1168,2023-01-30,989.7,99.59,1
O6271,U1363,2024-02-17,1086.11,163.12,1
O6272,U1009,2023-06-30,2234.36,338.54,1
O6273,U1314,2023-02-25,1231.47,85.34,1
O6274,U1330,2023-06-23,3742.67,236.1,1
O6275,U2077,2023-03-29,3530.76,311.88,1
O6276,U1357,2023-07-08,1790.25,190.21,1
O6277,U1868,2023-08-28,4897.52,520.33,0
O6278,U1261,2023-08-16,185.02,25.56,1
O6279,U1304,2023-12-02,778.11,7.57,1
O6280,U1140,2023-04-01,2743.27,58.7,1
O6281,U1379,2023-09-08,4594.95,441.26,1
O6282,U2075,2024-06-22,4697.97,876.59,1
O6283,U1125,2023-03-20,3185.31,106.04,1
O6284,U1278,2023-09-28,3165.17,472.48,1
O6285,U1850,2023-12-25,4726.7,897.84,1
O6286,U1194,2023-03-03,479.42,42.47,1
O6287,U1558,2023-12-07,974.52,168.32,1
O6288,U1712,2023-02-22,268.72,49.36,1
O6289,U1163,2023-03-10,3078.07,445.55,1
O6290,U1239,2023-11-26,2571.8,262.66,1
O6291,U1760,2023-05-07,508.23,70.52,1
O6292,U1661,2023-01-24,3354.27,203.12,1
O6293,U1339,2023-06-15,3654.47,251.12,1
O6294,U1155,2023-04-27,4883.98,884.37,1
O6295,U1933,2023-12-06,393.85,41.06,1
O6296,U1809,2024-04-23,4030.22,157.27,1
O6297,U1112,2024-05-11,1306.79,2.16,1
O6298,U1193,2023-10-19,3065.23,147.51,1
O6299,U1220,2023-04-06,254.42,18.82,1
O6300,U1620,2023-05-06,1353.52,190.65,1
O6301,U2027,2023-05-04,3959.54,251.88,0
O6302,U1838,2023-03-07,306.44,21.41,1
O6303,U1465,2023-10-30,2743.29,131.36,1
O6304,U1133,2023-06-13,2391.09,418.87,1
O6305,U1854,2023-07-09,1575.76,273.34,1
O6306,U1114,2023-12-29,997.67,45.8,1
O6307,U1395,2023-11-12,2434.72,6.58,1
O6308,U2182,2023-03-13,4479.24,493.3,1
O6309,U1729,2024-03-07,1038.09,134.26,1
O6310,U1553,2023-02-05,4929.22,922.35,1
O6311,U1755,2024-06-24,4704.4,476.08,1
O6312,U1149,2023-04-13,2772.17,194.18,1
O6313,U1973,2023-03-28,2407.4,11.26,1
O6314,U1924,2024-01-05,2414.55,481.46,1
O6315,U1887,2023-05-15,4933.48,455.74,1
O6316,U1119,2024-02-04,606.73,4.09,1
O6317,U1353,2023-02-03,1324.45,125.23,1
O6318,U1714,2023-08-28,2853.02,301.81,1
O6319,U2025,2023-03-09,1677.21,278.27,1
O6320,U1956,2023-01-22,145.88,13.62,1
O6321,U2149,2024-01-29,4460.8,820.02,1
O6322,U1878,2023-01-01,404.27,42.1,1
O6323,U1502,2023-09-24,3599.25,235.58,1
O6324,U1124,2024-03-25,1558.01,163.56,0
O6325,U1529,2023-11-03,4639.59,219.9,1
O6326,U1536,2023-10-15,2112.51,254.42,1
O6327,U1818,2024-02-13,955.3,147.38,1
O6328,U1704,2023-04-09,2967.08,413.37,1
O6329,U1220,2023-08-22,2717.88,501.94,1
O6330,U1386,2023-10-14,4579.21,799.9,1
O6331,U1623,2023-03-23,1662.35,112.1,1
O6332,U1369,2023-06-13,2364.54,222.73,1
O6333,U1929,2023-04-02,1032.04,110.1,0
O6334,U1842,2023-05-01,4594.93,360.5,0
O6335,U1119,2023-03-24,1104.64,25.75,1
O6336,U2008,2024-05-28,2279.92,365.16,1
O6337,U2107,2024-04-27,3326.35,522.5,1
O6338,U2074,2023-06-19,2900.95,140.1,1
O6339,U2176,2023-02-28,4620.97,416.52,1
O6340,U1966,2023-05-25,4113.96,456.01,1
O6341,U1099,2023-02-23,3069.91,3.28,1
O6342,U1849,2023-07-11,3203.64,16.63,1
O6343,U1556,2024-02-23,3553.46,473.78,1
O6344,U1007,2023-12-09,4430.13,766.82,1
O6345,U1852,2024-06-13,2878.57,538.99,1
O6346,U1373,2024-01-08,3730.72,547.77,1
O6347,U2035,2024-06-17,3864.72,461.51,1
O6348,U1404,2024-04-16,3227.22,169.96,0
O6349,U1905,2023-01-12,1389.13,31.96,1
O6350,U1054,2023-06-27,4998.74,821.9,1
O6351,U1840,2023-04-17,2529.51,505.27,1
O6352,U1390,2024-05-25,2893.41,254.86,1
O6353,U1469,2023-02-02,2884.26,8.59,1
O6354,U1459,2023-07-19,3824.67,88.65,1
O6355,U1328,2023-12-04,709.15,119.84,1
O6356,U1875,2023-10-16,2295.71,118.63,0
O6357,U1763,2023-11-22,324.23,13.24,1
O6358,U1508,2024-04-05,4854.17,732.34,1
O6359,U1601,2023-10-05,4210.2,101.26,1
O6360,U1705,2024-01-23,1855.0,80.97,0
O6361,U1969,2023-04-12,1685.01,248.28,1
O6362,U1063,2023-01-11,2472.63,274.33,1
O6363,U1453,2024-06-06,829.92,89.29,1
O6364,U1113,2023-03-25,801.09,23.14,1
O6365,U1220,2023-11-23,4054.84,328.06,1
O6366,U1355,2023-02-19,2470.44,455.88,1
O6367,U1871,2024-04-28,2905.58,413.9,0
O6368,U2008,2023-11-17,3428.54,71.3,1
O6369,U2035,2024-03-19,4437.07,696.84,1
O6370,U1918,2023-05-25,1900.18,306.69,0
O6371,U1893,2024-04-22,1298.99,89.04,1
O6372,U2054,2024-04-04,4033.28,518.96,1
O6373,U2193,2023-09-25,2988.26,88.46,1
O6374,U1431,2023-05-03,3199.8,69.36,1
O6375,U1016,2023-03-22,4051.77,415.36,1
O6376,U1160,2023-08-22,1716.85,157.45,1
O6377,U1120,2023-07-21,3492.99,286.32,1
O6378,U1226,2024-05-10,4926.02,355.16,1
O6379,U2038,2023-03-29,2676.54,273.05,1
O6380,U1491,2024-04-21,4186.86,818.66,1
O6381,U1862,2023-03-11,3285.34,296.12,1
O6382,U1270,2023-12-30,1772.41,19.61,0
O6383,U1923,2023-12-19,2750.11,315.54,1
O6384,U1238,2024-05-05,4787.65,152.79,1
O6385,U1858,2023-09-30,4756.62,745.95,1
O6386,U1403,2023-10-04,4662.39,254.75,1
O6387,U1424,2023-10-09,400.99,71.09,1
O6388,U2068,2023-12-09,3470.2,590.51,0
O6389,U1173,2023-02-27,2604.98,235.77,1
O6390,U2000,2023-11-18,4163.56,314.69,1
O6391,U1505,2023-11-17,2500.25,0.5,1
O6392,U1398,2024-06-03,435.8,36.96,1
O6393,U2064,2023-07-26,891.45,1.7,1
O6394,U1417,2024-02-07,1711.79,99.24,1
O6395,U1911,2023-01-04,617.18,16.32,1
O6396,U1806,2023-07-03,2672.68,245.37,1
O6397,U1279,2023-05-17,1384.67,254.84,1
O6398,U1834,2023-04-03,4770.61,743.71,1
O6399,U1448,2023-11-14,4097.71,405.21,1
O6400,U1781,2023-02-14,573.62,11.69,1
O6401,U2092,2024-03-14,745.0,54.17,1
O6402,U1162,2023-05-07,4578.47,690.84,1
O6403,U1217,2023-05-23,3883.03,260.63,1
O6404,U1369,2024-04-11,673.0,1.26,1
O6405,U2085,2023-09-24,2105.08,354.37,1
O6406,U1893,2024-01-01,4308.67,315.55,1
O6407,U1512,2023-02-03,1488.96,189.5,1
O6408,U2186,2023-03-27,3258.23,140.12,1
O6409,U1906,2023-10-01,2957.19,266.88,1
O6410,U1868,2023-11-03,1879.3,186.32,1
O6411,U1150,2023-06-13,4134.71,581.15,1
O6412,U1613,2024-04-01,2219.68,395.87,1
O6413,U1153,2023-11-26,1823.63,302.39,1
O6414,U1278,2023-05-05,3424.41,655.99,1
O6415,U1133,2023-03-27,1313.02,257.91,0
O6416,U2076,2023-09-05,4033.11,702.72,1
O6417,U1097,2023-06-22,3958.74,397.22,1
O6418,U2181,2024-04-07,2221.8,322.11,1
O6419,U1365,2023-01-17,2527.12,481.79,0
O6420,U1157,2023-08-09,4738.9,26.27,1
O6421,U1465,2023-07-13,2093.31,217.43,1
O6422,U1588,2023-10-22,3063.37,303.02,1
O6423,U1421,2024-03-12,2430.59,135.7,1
O6424,U2004,2023-07-12,929.13,53.87,0
O6425,U1924,2023-04-28,4758.68,544.67,0
O6426,U1676,2024-01-10,1429.33,217.34,1
O6427,U1891,2023-09-17,2430.53,481.86,0
O6428,U1823,2023-02-13,1376.65,253.24,1
O6429,U1356,2023-04-05,2442.97,53.93,1
O6430,U1184,2024-01-30,4910.81,579.48,1
O6431,U1587,2023-10-06,1618.87,209.22,1
O6432,U2148,2023-07-12,2954.57,125.98,1
O6433,U1355,2023-10-06,2515.85,454.36,1
O6434,U1635,2023-06-21,2966.13,390.32,1
O6435,U1760,2023-11-26,4703.95,680.6,1
O6436,U1555,2024-04-25,4754.76,157.12,1
O6437,U1074,2024-03-27,1236.57,237.92,1
O6438,U1784,2023-02-13,2730.19,207.84,1
O6439,U2148,2023-07-05,1422.81,69.79,1
O6440,U1970,2024-03-24,2019.58,194.64,0
O6441,U1655,2023-07-22,723.1,90.25,1
O6442,U2160,2023-08-16,2929.92,322.87,1
O6443,U1697,2023-02-22,1876.51,198.7,1
O6444,U1239,2023-11-14,2612.4,144.03,1
O6445,U1605,2023-04-29,427.02,45.18,1
O6446,U1008,2023-08-26,3654.44,293.34,1
O6447,U1093,2023-01-19,2170.99,326.14,1
O6448,U1439,2023-09-29,2503.01,255.9,0
O6449,U1060,2024-02-10,1302.22,221.27,1
O6450,U1899,2023-06-22,445.43,33.15,1
O6451,U2148,2023-05-11,770.69,10.0,1
O6452,U1508,2023-11-11,325.49,18.35,1
O6453,U1585,2024-06-03,4868.44,964.13,1
O6454,U1041,2023-04-25,2432.6,473.99,1
O6455,U1633,2023-03-04,3521.9,5.54,0
O6456,U1930,2024-01-10,1874.63,109.81,1
O6457,U1487,2023-11-30,2304.48,53.06,1
O6458,U1191,2023-06-04,4789.5,902.35,1
O6459,U1048,2023-03-19,4212.81,617.11,1
O6460,U1490,2023-07-18,4800.09,500.04,1
O6461,U1276,2023-09-02,4219.57,142.13,1
O6462,U1254,2023-06-07,4135.42,415.37,1
O6463,U1253,2023-03-24,3313.95,635.04,1
O6464,U1569,2023-02-16,371.22,36.81,0
O6465,U1457,2023-05-27,1994.66,214.06,1
O6466,U1517,2023-08-06,919.17,41.12,0
O6467,U1996,2024-01-29,303.22,44.07,1
O6468,U1436,2023-11-24,1947.38,376.3,1
O6469,U1571,2023-10-08,4534.94,259.15,1
O6470,U1985,2023-06-26,4303.25,135.33,1
O6471,U1867,2023-10-21,4667.85,139.32,1
O6472,U1506,2023-09-08,1174.51,175.38,1
O6473,U1324,2024-01-23,315.59,55.91,1
O6474,U1444,2023-07-04,767.08,101.03,1
O6475,U1676,2024-01-20,591.48,76.94,1
O6476,U1724,2024-06-24,1149.16,156.7,1
O6477,U1146,2024-04-12,1172.93,146.19,1
O6478,U2038,2023-03-27,3681.12,379.56,1
O6479,U1170,2023-05-27,1516.0,275.94,1
O6480,U1291,2023-10-14,636.24,108.11,1
O6481,U1895,2023-08-20,1845.39,222.37,1
O6482,U1758,2023-06-14,773.09,107.62,1
O6483,U1466,2023-06-02,252.63,31.31,1
O6484,U2003,2023-09-26,3127.31,22.57,1
O6485,U1054,2023-06-30,3093.93,252.16,1
O6486,U1898,2024-06-30,1901.96,31.57,1
O6487,U1715,2023-12-18,1421.21,209.0,1
O6488,U1638,2023-10-18,1439.51,88.07,1
O6489,U1948,2023-08-16,2497.36,213.95,1
O6490,U1385,2023-06-17,3981.46,162.6,1
O6491,U1519,2024-06-29,1144.67,111.08,1
O6492,U1722,2024-01-16,4946.34,442.59,1
O6493,U1448,2024-05-19,2752.73,50.85,1
O6494,U1401,2023-03-20,624.83,113.54,1
O6495,U1797,2023-12-04,1156.36,33.55,1
O6496,U1860,2023-09-16,1797.1,137.02,1
O6497,U1774,2024-03-31,4560.93,765.56,1
O6498,U1071,2023-12-29,2440.67,400.8,1
O6499,U1980,2023-04-06,1872.3,241.76,1
O6500,U2105,2023-08-17,4550.5,718.31,1
O6501,U1463,2023-08-26,1893.67,63.21,1
O6502,U1761,2023-12-11,183.85,7.57,1
O6503,U2128,2023-11-09,654.89,101.47,1
O6504,U1497,2023-09-24,507.5,90.88,1
O6505,U1903,2023-07-17,4126.74,114.62,1
O6506,U1262,2023-05-16,257.15,50.21,1
O6507,U1932,2023-08-22,4822.57,520.9,1
O6508,U1358,2023-05-10,3190.6,494.33,1
O6509,U1080,2024-02-11,2740.83,345.05,1
O6510,U2139,2024-02-28,2163.88,0.32,1
O6511,U1984,2023-01-17,3160.76,614.24,1
O6512,U1581,2024-02-22,4031.76,743.75,0
O6513,U2043,2024-04-08,1632.45,140.13,1
O6514,U1201,2023-06-23,3162.43,481.46,1
O6515,U2175,2023-03-24,523.42,1.88,1
O6516,U2076,2023-11-09,2951.08,122.52,1
O6517,U1389,2023-11-24,169.68,19.3,1
O6518,U1299,2024-03-29,1908.6,49.05,1
O6519,U1795,2023-10-24,4255.96,633.55,0
O6520,U1391,2023-05-09,370.39,68.59,1
O6521,U1496,2023-01-14,4252.81,711.83,0
O6522,U1403,2023-07-26,941.16,113.04,1
O6523,U1802,2023-03-14,4145.29,548.31,1
O6524,U1772,2024-01-25,1614.62,220.43,1
O6525,U1227,2023-03-17,1760.88,350.29,1
O6526,U1789,2023-10-28,4161.6,645.23,1
O6527,U1516,2024-02-27,4005.24,484.69,1
O6528,U1301,2023-07-16,3146.96,489.02,1
O6529,U1967,2023-06-04,2219.4,8.34,1
O6530,U2079,2023-01-16,117.45,10.7,1
O6531,U1407,2023-07-11,885.29,7.09,1
O6532,U1026,2024-06-24,2569.41,442.27,1
O6533,U1626,2023-07-14,4572.1,73.95,1
O6534,U1547,2024-04-15,1301.34,229.3,1
O6535,U1043,2024-01-09,1142.07,118.26,1
O6536,U1453,2023-04-14,3836.47,478.14,1
O6537,U1016,2023-11-15,4379.6,644.6,1
O6538,U1330,2024-05-29,4398.35,720.02,1
O6539,U1487,2024-03-07,710.29,4.72,1
O6540,U1174,2023-01-22,3352.66,416.73,1
O6541,U2007,2023-06-01,3755.88,631.63,1
O6542,U1423,2024-06-28,939.95,23.76,1
O6543,U1193,2023-02-10,577.12,41.77,1
O6544,U1203,2023-01-06,4582.42,891.36,0
O6545,U2003,2024-06-11,1582.16,152.57,1
O6546,U1053,2023-10-16,4697.31,601.33,1
O6547,U1068,2024-03-24,3398.69,646.58,1
O6548,U1830,2024-03-12,3386.42,163.27,1
O6549,U1067,2023-02-21,3056.83,189.5,1
O6550,U1411,2023-03-20,3024.46,519.07,0
O6551,U1570,2023-05-23,758.87,32.59,1
O6552,U1669,2023-09-02,905.73,14.4,1
O6553,U1986,2023-07-02,3254.02,225.23,1
O6554,U1986,2024-01-23,4074.84,159.77,1
O6555,U1260,2024-04-14,4559.7,339.64,1
O6556,U2191,2023-10-07,4545.9,743.6,1
O6557,U1531,2024-06-10,1188.49,117.8,1
O6558,U1586,2023-08-08,4962.86,9.02,1
O6559,U1150,2024-02-12,500.4,71.54,0
O6560,U1971,2024-01-28,1195.12,7.4,1
O6561,U1993,2023-07-24,2379.23,72.33,1
O6562,U1647,2024-05-07,1923.7,100.55,1
O6563,U1493,2024-02-17,1121.85,26.69,1
O6564,U1066,2023-04-15,4129.63,650.59,1
O6565,U2141,2023-04-15,128.92,14.67,1
O6566,U1904,2024-06-16,719.89,142.43,1
O6567,U1427,2023-08-26,3420.12,584.37,1
O6568,U1689,2024-06-26,2203.93,94.48,1
O6569,U1290,2023-05-15,1215.7,70.93,1
O6570,U1268,2023-05-28,2147.16,32.7,1
O6571,U1249,2023-09-22,3215.92,612.97,1
O6572,U1289,2023-07-16,4480.91,325.56,1
O6573,U1799,2023-12-12,3799.13,343.44,1
O6574,U1025,2024-02-18,629.35,80.29,1
O6575,U1731,2023-05-08,2481.25,118.16,1
O6576,U1353,2023-05-08,237.38,14.77,1
O6577,U2098,2024-06-08,4666.48,824.53,1
O6578,U2161,2023-01-28,1319.76,26.47,1
O6579,U1843,2023-09-25,2009.94,380.62,1
O6580,U1021,2023-06-03,4147.07,325.47,1
O6581,U2136,2024-05-01,1530.62,171.24,1
O6582,U1227,2023-04-16,2282.49,403.21,1
O6583,U1874,2023-04-28,822.1,80.83,1
O6584,U1769,2023-11-30,3948.89,462.59,0
O6585,U1774,2024-03-11,1580.34,135.22,1
O6586,U1322,2024-03-19,1901.26,257.64,1
O6587,U1082,2023-07-07,2795.67,89.49,1
O6588,U1931,2023-11-01,2111.89,411.91,1
O6589,U1568,2023-07-07,1727.05,100.5,1
O6590,U1641,2024-04-24,1957.33,115.26,1
O6591,U1926,2023-06-25,300.1,6.55,0
O6592,U2004,2024-01-31,2607.4,188.8,1
O6593,U1326,2024-06-18,478.93,46.46,1
O6594,U1540,2023-06-27,4398.24,40.67,1
O6595,U1589,2024-03-05,3764.02,171.11,1
O6596,U1641,2023-06-12,425.86,41.95,1
O6597,U1126,2023-12-12,4068.09,671.66,1
O6598,U1275,2024-01-23,3996.78,363.35,1
O6599,U2127,2023-07-17,4447.85,717.94,1
O6600,U1097,2023-05-29,3635.17,35.6,1
O6601,U1078,2023-10-02,1035.27,10.1,1
O6602,U1994,2024-04-19,2866.31,10.17,1
O6603,U1057,2023-04-05,737.84,13.13,1
O6604,U1738,2023-07-19,984.4,98.96,1
O6605,U1632,2023-03-05,4293.53,525.46,1
O6606,U1758,2023-12-13,148.04,23.73,1
O6607,U1330,2024-05-12,701.44,17.32,1
O6608,U1786,2023-07-24,447.08,47.79,1
O6609,U1583,2023-10-10,3754.56,40.43,1
O6610,U1796,2024-04-05,4472.98,341.18,1
O6611,U1886,2023-05-24,3218.25,512.0,1
O6612,U1067,2024-03-07,1680.63,134.12,1
O6613,U1174,2023-05-16,4978.95,317.87,1
O6614,U1512,2024-05-02,4222.11,407.41,1
O6615,U1558,2023-06-18,3945.64,51.01,1
O6616,U1621,2023-05-03,1880.27,88.59,0
O6617,U1921,2024-03-25,4717.34,708.48,1
O6618,U2009,2023-03-02,3859.24,4.81,1
O6619,U2084,2023-12-16,1428.33,98.81,1
O6620,U1833,2023-07-30,4047.78,506.37,1
O6621,U1816,2023-09-03,3374.61,347.56,1
